"Main Category","Category","Terms"
"Functional Annotations","UP_KW_BIOLOGICAL_PROCESS","Cell cycle"
"Functional Annotations","UP_KW_BIOLOGICAL_PROCESS","Cell division"
"Functional Annotations","UP_KW_BIOLOGICAL_PROCESS","Mitosis"
"Functional Annotations","UP_KW_MOLECULAR_FUNCTION","Cyclin"
"Functional Annotations","UP_KW_PTM","Phosphoprotein"
"Functional Annotations","UP_SEQ_FEATURE","DOMAIN:Cyclin C-terminal"
"Functional Annotations","UP_SEQ_FEATURE","DOMAIN:Cyclin-like"
"Gene Ontology","GOTERM_BP_DIRECT","G1/S transition of mitotic cell cycle"
"Gene Ontology","GOTERM_BP_DIRECT","in utero embryonic development"
"Gene Ontology","GOTERM_BP_DIRECT","spindle assembly involved in female meiosis I"
"Gene Ontology","GOTERM_BP_DIRECT","G2/MI transition of meiotic cell cycle"
"Gene Ontology","GOTERM_BP_DIRECT","regulation of growth"
"Gene Ontology","GOTERM_BP_DIRECT","T cell homeostasis"
"Gene Ontology","GOTERM_BP_DIRECT","mitotic cell cycle phase transition"
"Gene Ontology","GOTERM_BP_DIRECT","thymus development"
"Gene Ontology","GOTERM_BP_DIRECT","cell division"
"Gene Ontology","GOTERM_CC_DIRECT","cyclin-dependent protein kinase holoenzyme complex"
"Gene Ontology","GOTERM_CC_DIRECT","nucleus"
"Gene Ontology","GOTERM_CC_DIRECT","cytoplasm"
"Gene Ontology","GOTERM_CC_DIRECT","centrosome"
"Gene Ontology","GOTERM_CC_DIRECT","microtubule organizing center"
"Gene Ontology","GOTERM_CC_DIRECT","cytosol"
"Gene Ontology","GOTERM_CC_DIRECT","microtubule cytoskeleton"
"Gene Ontology","GOTERM_CC_DIRECT","membrane"
"Gene Ontology","GOTERM_MF_DIRECT","protein binding"
"Gene Ontology","GOTERM_MF_DIRECT","cyclin-dependent protein serine/threonine kinase regulator activity"
"Gene Ontology","GOTERM_MF_DIRECT","cadherin binding"
"General Annotations","CHROMOSOME","15"
"General Annotations","CYTOGENETIC_LOCATION","15q22.2"
"General Annotations","ENTREZ_GENE_SUMMARY","Cyclin B2 is a member of the cyclin family, specifically the B-type cyclins. The B-type cyclins, B1 and B2, associate with p34cdc2 and are essential components of the cell cycle regulatory machinery. B1 and B2 differ in their subcellular localization. Cyclin B1 co-localizes with microtubules, whereas cyclin B2 is primarily associated with the Golgi region. Cyclin B2 also binds to transforming growth factor beta RII and thus cyclin B2/cdc2 may play a key role in transforming growth factor beta-mediated cell cycle control. [provided by RefSeq, Jul 2008]"
"General Annotations","UP_COMMENT_DEVELOPMENTAL_STAGE","Accumulates steadily during G2 and is abruptly destroyed at mitosis."
"General Annotations","UP_COMMENT_FUNCTION","Essential for the control of the cell cycle at the G2/M (mitosis) transition."
"General Annotations","UP_COMMENT_FUNCTION","Essential for the control of the cell cycle at the G2/M (mitosis) transition. {ECO:0000256|ARBA:ARBA00003222}."
